Symbol,Name,Sector,Industry,,,,,,,$
VII,7GC & Co Holdings Class A, Acquisition, Acquisition,,,,,,,
VIIAU,7GC & Co Holdings Unit, Acquisition, Acquisition,,,,,,,
VINC,Vincerx Pharma,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,
VINE,Fresh Vine Wine,Consumer Non-Durables,Beverages (Production/Distribution),,,,,,,
VINO,Gaucho Group Holdings,Finance,Real Estate,,,,,,,
VINP,Vinci Partners Investments Ltd Class A Common Shares,Finance,Investment Managers,,,,,,,
VIOT,Viomi Technology Co Ltd American Depositary Shares,Consumer Durables,Home Furnishings,,,,,,,
VIPS,Vipshop Holdings Limited American Depositary Shares each representing two ordinary shares,Consumer Services,Catalog/Specialty Distribution,,,,,,,
VIR,Vir Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
VIRC,Virco Manufacturing Corporation,Consumer Durables,Industrial Specialties,,,,,,,
VIRI,Virios Therapeutics,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
VIRT,Virtu Financial Class A,Finance,Investment Bankers/Brokers/Service,,,,,,,
VIRX,Viracta Therapeutics,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
VISL,Vislink Technologies,Capital Goods,Telecommunications Equipment,,,,,,,
VIST,Vista Oil & Gas SAB de CV American Depositary Shares each representing one series A share with no par value,Energy,Oil & Gas Production,,,,,,,
VITL,Vital Farms, Acquisition, Acquisition,,,,,,,
VIV,Telefonica Brasil SA American Depositary Shares (Each representing One Common Share),Public Utilities,Telecommunications Equipment,,,,,,,
VIVE,Viveve Medical,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,,,,,,,
VIVO,Meridian Bioscience,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,,,,,,,
VJET,voxeljet AG American Depositary Shares,Capital Goods,Industrial Machinery/Components,,,,,,,
VKI,Invesco Advantage Municipalome Trust II Common Shares of Beneficial Interest (DE),Finance,Finance Companies,,,,,,,
VKQ,Invesco Municipal Trust,Finance,Trusts Except Educational Religious and Charitable,,,,,,,
VKTX,Viking Therapeutics,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
VLCN,Volcon, Acquisition, Acquisition,,,,,,,
VLD,Velo3D,Capital Goods,Wholesale Distributors,,,,,,,
VLDR,Velodyne Lidar,Capital Goods,Industrial Machinery/Components,,,,,,,
VLDRW,Velodyne Lidar Warrants ,Capital Goods,Industrial Machinery/Components,,,,,,,
VLGEA,Village Super Market Class A,Consumer Services,Food Chains,,,,,,,
VLN,Valens Semiconductor Ltd Ordinary Shares, Acquisition, Acquisition,,,,,,,
VLNS,The Valens Company Common Shares, Acquisition, Acquisition,,,,,,,
VLO,Valero Energy Corporation,Energy,Integrated oil Companies,,,,,,,
VLON,Vallon Pharmaceuticals,Consumer Durables,Specialty Chemicals,,,,,,,
VLRS,Controladora Vuela Compania de Aviacion SAB de CV American Depositary Shares each representing ten (10) Ordinary Participation Certificates,Transportation,Air Freight/Delivery Services,,,,,,,
VLT,Invesco Highome Trust II,Finance,Trusts Except Educational Religious and Charitable,,,,,,,
VLTA,Volta Class A,Consumer Services,Catalog/Specialty Distribution,,,,,,,
VLY,Valley National Bancorp,Finance,Major Banks,,,,,,,
VLYPO,Valley National Bancorp 550% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series B,Finance,Major Banks,,,,,,,
VLYPP,Valley National Bancorp 625% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series A,Finance,Major Banks,,,,,,,
VMAR,Vision Marine Technologies Common Shares, Acquisition, Acquisition,,,,,,,
VMC,Vulcan Materials Company (Holding Company), Acquisition, Acquisition,,,,,,,
VMD,Viemed Healthcare Common Shares, Acquisition, Acquisition,,,,,,,
VMEO,Vimeo,Technology,Computer Software: Prepackaged Software,,,,,,,
VMGA,VMG Consumer Acquisition Corp Class A, Acquisition, Acquisition,,,,,,,
VMGAU,VMG Consumer Acquisition Corp Unit, Acquisition, Acquisition,,,,,,,
VMI,Valmont Industries,Capital Goods,Construction/Ag Equipment/Trucks,,,,,,,
VMO,Invesco Municipal Opportunity Trust,Finance,Trusts Except Educational Religious and Charitable,,,,,,,
VMW,Vmware Class A,Technology,Computer Software: Prepackaged Software,,,,,,,
VNCE,Vince Holding Corp, Acquisition, Acquisition,,,,,,,
VNDA,Vanda Pharmaceuticals,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
VNET,VNET Group American Depositary Shares,Technology,EDP Services,,,,,,,
VNO,Vornado Realty Trust,Consumer Services,Real Estate Investment Trusts,,,,,,,
VNOM,Viper Energy Partners LP Common Unit,Energy,Oil & Gas Production,,,,,,,
VNRX,VolitionRX Limited,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,
VNT,Vontier Corporation ,Capital Goods,Industrial Machinery/Components,,,,,,,
VNTR,Venator Materials PLC Ordinary Shares,Basic Industries,Major Chemicals,,,,,,,
VOC,VOC Energy Trust Units of Beneficial Interest,Energy,Oil & Gas Production,,,,,,,
VOD,Vodafone Group Plc American Depositary Shares,Public Utilities,Telecommunications Equipment,,,,,,,
VOR,Vor Biopharma,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
VORB,Virgin Orbit Holdings, Acquisition, Acquisition,,,,,,,
VOXX,VOXX International Corporation Class A,Consumer Non-Durables,Consumer Electronics/Appliances,,,,,,,
VOYA,Voya Financial,Finance,Investment Managers,,,,,,,
VPCB,VPC Impact Acquisition Holdings II Class A ordinary shre,Finance,Business Services,,,,,,,
VPG,Vishay Precision Group,Capital Goods,Industrial Machinery/Components,,,,,,,
VPV,Invesco Pennsylvania Value Municipalome Trust (DE),Finance,Trusts Except Educational Religious and Charitable,,,,,,,
VQS,VIQ Solutions Common Shares, Acquisition, Acquisition,,,,,,,
VRA,Vera Bradley,Consumer Non-Durables,Apparel,,,,,,,
VRAR,The Glimpse Group,Technology,Retail: Computer Software & Peripheral Equipment,,,,,,,
VRAY,ViewRay,Health Care,Industrial Specialties,,,,,,,
VRCA,Verrica Pharmaceuticals,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
VRDN,Viridian Therapeutics,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
VRE,Veris Residential,Consumer Services,Real Estate Investment Trusts,,,,,,,
VREX,Varex Imaging Corporation,Health Care,Medical Electronics,,,,,,,
VRM,Vroom,Consumer Services,Other Specialty Stores,,,,,,,
VRME,VerifyMe,Miscellaneous,Diversified Manufacture,,,,,,,
VRNA,Verona Pharma plc American Depositary Share,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
VRNS,Varonis Systems,Technology,Computer Software: Prepackaged Software,,,,,,,
VRNT,Verint Systems,Technology,EDP Services,,,,,,,
VRPX,Virpax Pharmaceuticals,Consumer Durables,Specialty Chemicals,,,,,,,
VRRM,Verra Mobility Corporation Class A, Acquisition, Acquisition,,,,,,,
VRSK,Verisk Analytics,Miscellaneous,Business Services,,,,,,,
VRSN,VeriSign,Technology,EDP Services,,,,,,,
VRT,Vertiv Holdings LLC Class A,Consumer Durables,Electrical Products,,,,,,,
VRTS,Virtus Investment Partners,Finance,Investment Managers,,,,,,,
VRTV,Veritiv Corporation, Acquisition, Acquisition,,,,,,,
VRTX,Vertex Pharmaceuticalsorporated,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
VS,Versus Systems Common Shares, Acquisition, Acquisition,,,,,,,
VSAC,Vision Sensing Acquisition Corp Class A, Acquisition, Acquisition,,,,,,,
VSACU,Vision Sensing Acquisition Corp Unit, Acquisition, Acquisition,,,,,,,
VSAT,ViaSat,Technology,Radio And Television Broadcasting And Communications Equipment,,,,,,,
VSCO,Victorias Secret & Co , Acquisition, Acquisition,,,,,,,
VSEC,VSE Corporation, Acquisition, Acquisition,,,,,,,
VSH,Vishay Intertechnology,Capital Goods,Industrial Machinery/Components,,,,,,,
VST,Vistra Corp,Public Utilities,Power Generation,,,,,,,
VSTA,Vasta Platform Limited Class A Ordinary Shares,Consumer Services,Other Consumer Services,,,,,,,
VSTM,Verastem,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
VSTO,Vista Outdoor,Consumer Non-Durables,Recreational Products/Toys,,,,,,,
VTAQ,Ventoux CCM Acquisition Corp, Acquisition, Acquisition,,,,,,,
VTAQU,Ventoux CCM Acquisition Corp Unit, Acquisition, Acquisition,,,,,,,
VTEX,VTEX Class A Common Shares, Acquisition, Acquisition,,,,,,,
VTGN,VistaGen Therapeutics,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
VTIQ,VectoIQ Acquisition Corp II Class A, Acquisition, Acquisition,,,,,,,
VTIQU,VectoIQ Acquisition Corp II Unit, Acquisition, Acquisition,,,,,,,
VTIQW,VectoIQ Acquisition Corp II Warrant, Acquisition, Acquisition,,,,,,,
VTN,Invesco Trust for Investment Grade New York Municipals,Finance,Finance Companies,,,,,,,
VTNR,Vertex Energy,Energy,Oilfield Services/Equipment,,,,,,,
VTOL,Bristow Group,Energy,Metal Fabrications,,,,,,,
VTR,Ventas,Consumer Services,Real Estate Investment Trusts,,,,,,,
VTRS,Viatris,Consumer Durables,Specialty Chemicals,,,,,,,
VTRU,Vitru Limited Common Shares,Consumer Services,Other Consumer Services,,,,,,,
VTSI,VirTra,Capital Goods,Military/Government/Technical,,,,,,,
VTVT,vTv Therapeutics Class A,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
VTYX,Ventyx Biosciences,Consumer Durables,Specialty Chemicals,,,,,,,
VUZI,Vuzix Corporation,Capital Goods,Industrial Machinery/Components,,,,,,,
VVI,Viad Corp,Miscellaneous,Business Services,,,,,,,
VVNT,Vivint Smart Home ,Miscellaneous,Diversified Manufacture,,,,,,,
VVOS,Vivos Therapeutics,Health Care,Medical Specialities,,,,,,,
VVPR,VivoPower International PLC Ordinary Shares, Acquisition, Acquisition,,,,,,,
VVR,Invesco Seniorome Trust (DE),Finance,Trusts Except Educational Religious and Charitable,,,,,,,
VVV,Valvoline,Basic Industries,Automotive Aftermarket,,,,,,,
VWE,Vintage Wine Estates,Consumer Non-Durables,Beverages (Production/Distribution),,,,,,,
VWTR,Vidler Water Resources,Public Utilities,Water Supply,,,,,,,
VXRT,Vaxart,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,
VYGG,Vy Global Growth Class A Ordinary Shares,Finance,Business Services,,,,,,,
VYGR,Voyager Therapeutics,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
VYNE,VYNE Therapeutics,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
VYNT,Vyant Bio,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
VZ,Verizon Communications,Public Utilities,Telecommunications Equipment,,,,,,,
VZIO,VIZIO Holding Corp Class A,Consumer Non-Durables,Consumer Electronics/Appliances,,,,,,,
W,Wayfair Class A,Consumer Services,Catalog/Specialty Distribution,,,,,,,
WAB,Westinghouse Air Brake Technologies Corporation,Capital Goods,Railroads,,,,,,,
WABC,Westamerica Bancorporation,Finance,Major Banks,,,,,,,
WAFD,Washington Federal,Finance,Major Banks,,,,,,,
WAFDP,Washington Federal Depositary Shares,Finance,Major Banks,,,,,,,
WAFU,Wah Fu Education Group Limited Ordinary Shares,Consumer Services,Other Consumer Services,,,,,,,
WAL,Western Alliance Bancorporation (DE),Finance,Major Banks,,,,,,,
WALD,Waldencast Acquisition Corp Class A Ordinary Share,Finance,Business Services,,,,,,,
WALDU,Waldencast Acquisition Corp Units,Finance,Business Services,,,,,,,
WALDW,Waldencast Acquisition Corp Warrant ,Finance,Business Services,,,,,,,
WARR,Warrior Technologies Acquisition Company Class A, Acquisition, Acquisition,,,,,,,
WASH,Washington Trust Bancorp,Finance,Major Banks,,,,,,,
WAT,Waters Corporation,Health Care,Medical Specialities,,,,,,,
WATT,Energous Corporation,Capital Goods,Industrial Machinery/Components,,,,,,,
WAVD,WaveDancer,Technology,EDP Services,,,,,,,
WAVE,Eco Wave Power Global AB (publ) American Depositary Shares, Acquisition, Acquisition,,,,,,,
WAVSU,Western Acquisition Ventures Corp Unit, Acquisition, Acquisition,,,,,,,
WB,Weibo Corporation American Depositary Share,Technology,Internet and Information Services,,,,,,,
WBA,Walgreens Boots Alliance,Health Care,Medical/Nursing Services,,,,,,,
WBEV,Winc,Consumer Non-Durables,Beverages (Production/Distribution),,,,,,,
WBS,Webster Financial Corporation,Finance,Major Banks,,,,,,,
WBT,Welbilt,Capital Goods,Diversified Manufacture,,,,,,,
WBX,Wallbox NV Class A Ordinary Shares, Acquisition, Acquisition,,,,,,,
WCC,WESCO International,Consumer Non-Durables,Telecommunications Equipment,,,,,,,
WCN,Waste Connections Common Shares,Public Utilities,Power Generation,,,,,,,
WD,Walker & Dunlop,Finance,Finance: Consumer Services,,,,,,,
WDAY,Workday Class A,Technology,Computer Software: Prepackaged Software,,,,,,,
WDC,Western Digital,Technology,Electronic Components,,,,,,,
WDFC,WD-40 Company,Basic Industries,Industrial Specialties,,,,,,,
WDH,Waterdrop American Depositary Shares (each representing the right to receive 10 Class A Ordinary Shares), Acquisition, Acquisition,,,,,,,
WDI,Western Asset Diversifiedome Fund Common Shares of Beneficial Interest, Acquisition, Acquisition,,,,,,,
WE,WeWork Class A,Consumer Services,Real Estate,,,,,,,
WEA,Western Asset Bond Fund Share of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable,,,,,,,
WEAV,Weave Communications,Technology,EDP Services,,,,,,,
WEBR,Weber Class A,Consumer Durables,Building Products,,,,,,,
WEC,WEC Energy Group,Public Utilities,Power Generation,,,,,,,
WEI,Weidai Ltd American depositary shares each  representing one (1) Class A ordinary share,Finance,Finance: Consumer Services,,,,,,,
WEJO,Wejo Group Limited Common Shares, Acquisition, Acquisition,,,,,,,
WELL,Welltower,Consumer Services,Real Estate Investment Trusts,,,,,,,
WEN,Wendy's Company (The),Consumer Services,Restaurants,,,,,,,
WERN,Werner Enterprises,Transportation,Trucking Freight/Courier Services,,,,,,,
WES,Western Midstream Partners LP Common Units Representing Limited Partner Interests,Energy,Oilfield Services/Equipment,,,,,,,
WETF,WisdomTree Investments,Finance,Investment Managers,,,,,,,
WEX,WEX,Technology,EDP Services,,,,,,,
WEYS,Weyco Group,Consumer Non-Durables,Shoe Manufacturing,,,,,,,
WF,Woori Financial Group American Depositary Shares (each representing three (3) shares of),Finance,Commercial Banks,,,,,,,
WFC,Wells Fargo & Company,Finance,Major Banks,,,,,,,
WFCF,Where Food Comes From,Technology,Computer Software: Prepackaged Software,,,,,,,
WFG,West Fraser Timber Co Ltd, Acquisition, Acquisition,,,,,,,
WFRD,Weatherford International plc Ordinary Shares,Energy,Metal Fabrications,,,,,,,
WGO,Winnebago Industries,Consumer Non-Durables,Homebuilding,,,,,,,
WH,Wyndham Hotels & Resorts ,Consumer Services,Hotels/Resorts,,,,,,,
WHD,Cactus Class A,Energy,Metal Fabrications,,,,,,,
WHF,WhiteHorse Finance,Finance,Finance Companies,,,,,,,
WHG,Westwood Holdings Group, Acquisition, Acquisition,,,,,,,
WHLM,Wilhelmina International,Miscellaneous,Business Services,,,,,,,
WHLR,Wheeler Real Estate Investment Trust,Consumer Services,Real Estate Investment Trusts,,,,,,,
WHLRD,Wheeler Real Estate Investment Trust Series D Cumulative Preferred Stock,Consumer Services,Real Estate Investment Trusts,,,,,,,
WHLRP,Wheeler Real Estate Investment Trust Class B Preferred Stock,Consumer Services,Real Estate Investment Trusts,,,,,,,
WHR,Whirlpool Corporation,Consumer Durables,Consumer Electronics/Appliances,,,,,,,
WIA,Western Asset Inflation-Linkedome Fund,Finance,Trusts Except Educational Religious and Charitable,,,,,,,
WILC,G Willi-Food International  Ltd Ordinary Shares,Consumer Non-Durables,Food Distributors,,,,,,,
WIMI,WiMi Hologram Cloud American Depositary Share,Technology,Computer Software: Prepackaged Software,,,,,,,
WINA,Winmark Corporation,Miscellaneous,Diversified Commercial Services,,,,,,,
WING,Wingstop,Consumer Services,Restaurants,,,,,,,
WINT,Windtree Therapeutics,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,
WINV,WinVest Acquisition Corp, Acquisition, Acquisition,,,,,,,
WINVU,WinVest Acquisition Corp Unit, Acquisition, Acquisition,,,,,,,
WIRE,Encore Wire Corporation,Basic Industries,Metal Fabrications,,,,,,,
WISA,Summit Wireless Technologies,Technology,Electronic Components,,,,,,,
WISH,ContextLogic Class A,Capital Goods,Recreational Products/Toys,,,,,,,
WIT,Wipro Limited,Technology,EDP Services,,,,,,,
WIW,Western Asset Inflation-Linked Opportunities &ome Fund,Finance,Finance Companies,,,,,,,
WIX,Wixcom Ltd Ordinary Shares,Technology,EDP Services,,,,,,,
WK,Workiva Class A,Technology,Computer Software: Prepackaged Software,,,,,,,
WKEY,WISeKey International Holding AG American Depositary Shares,Technology,EDP Services,,,,,,,
WKHS,Workhorse Group,Capital Goods,Auto Manufacturing,,,,,,,
WKME,WalkMe Ltd Ordinary Shares, Acquisition, Acquisition,,,,,,,
WKSP,Worksport Ltd,Capital Goods,Auto Parts:OEM,,,,,,,
WLDN,Willdan Group,Consumer Services,Military/Government/Technical,,,,,,,
WLFC,Willis Lease Finance Corporation,Capital Goods,Aerospace,,,,,,,
WLK,Westlake Chemical Corporation,Basic Industries,Major Chemicals,,,,,,,
WLKP,Westlake Chemical Partners LP Common Units representing limited partner interests,Basic Industries,Major Chemicals,,,,,,,
WLL,Whiting Petroleum Corporation (New),Energy,Oil & Gas Production,,,,,,,
WLMS,Williams Industrial Services Group,Capital Goods,Engineering & Construction,,,,,,,
WM,Waste Management,Public Utilities,Environmental Services,,,,,,,
WMB,Williams Companies (The),Public Utilities,Natural Gas Distribution,,,,,,,
WMC,Western Asset Mortgage Capital Corporation,Consumer Services,Real Estate Investment Trusts,,,,,,,
WMG,Warner Music Group Corp Class A,Consumer Services,Movies/Entertainment,,,,,,,
WMK,Weis Markets,Consumer Services,Food Chains,,,,,,,
WMPN,William Penn Bancorporation,Finance,Savings Institutions,,,,,,,
WMS,Advanced Drainage Systems,Capital Goods,Building Products,,,,,,,
WMT,Walmart,Consumer Services,Department/Specialty Retail Stores,,,,,,,
WNC,Wabash National Corporation,Capital Goods,Construction/Ag Equipment/Trucks,,,,,,,
WNEB,Western New England Bancorp,Finance,Savings Institutions,,,,,,,
WNS,WNS (Holdings) Limited Sponsored ADR (Jersey),Miscellaneous,Business Services,,,,,,,
WNW,Meiwu Technology Company Limited Ordinary Shares,Consumer Services,Catalog/Specialty Distribution,,,,,,,
WOLF,Wolfspeed,Technology,Semiconductors,,,,,,,
WOOF,Petco Health and Wellness Company Class A,Miscellaneous,Diversified Commercial Services,,,,,,,
WOR,Worthington Industries,Consumer Durables,Aerospace,,,,,,,
WORX,SCWorx Corp,Health Care,Managed Health Care,,,,,,,
WOW,WideOpenWest,Consumer Services,Television Services,,,,,,,
WPC,W P Carey REIT,Consumer Services,Real Estate Investment Trusts,,,,,,,
